Train Loss,Train Accuracy,Valid Loss,Valid Accuracy,Precision,Recall,F1 Score
0.7893937015602756,0.7113808141198269,0.2513947901057286,0.9063368054727713,1.0,0.7,0.775
0.19198107577340548,0.9294961241788642,0.17298024971710724,0.927473958581686,1.0,0.9,0.9444444444444444
0.12499392652710857,0.9488372093023256,0.1518832515737611,0.9332465276949935,1.0,0.7,0.775
0.09909585254093589,0.9561046511627908,0.14241622308812416,0.936284722139438,1.0,0.7,0.775
0.08258653497106808,0.9646075581395349,0.14946891877560928,0.9361111111938953,1.0,0.8,0.8444444444444444
0.07016813127042422,0.9693313953488372,0.14550657964072242,0.9367187499172158,1.0,0.7,0.775
0.0589544772690292,0.9747044574382693,0.15909545071190223,0.9365451389716731,1.0,0.8,0.8444444444444444
0.05054277078151097,0.9792151162790698,0.18746372138331127,0.9332465276949935,1.0,0.7,0.775
0.044964504285260685,0.9827761627906977,0.17551794570398568,0.9365451389716731,1.0,0.8,0.8444444444444444
0.03883683471047038,0.9847383720930233,0.18567579375909796,0.940668402860562,1.0,0.8,0.8444444444444444
0.03477647505391952,0.9874273255813953,0.19827192212687805,0.9378906252483526,1.0,0.9,0.9
0.030008746344910197,0.9897529069767442,0.19730965093549457,0.941145833581686,1.0,0.9,0.9
0.02492139887492454,0.990843023255814,0.22830159281430598,0.9387586808039082,1.0,0.9,0.9
0.022759876232106933,0.9924321706904922,0.23204643155541918,0.9369791667494509,1.0,0.8,0.8444444444444444
0.01747165075611583,0.993531976744186,0.2403788088821683,0.9426649308039082,1.0,0.9,0.9
0.01986275896021208,0.9930959302325582,0.23876651571643176,0.9394097224705749,1.0,0.9,0.9
0.015489378984378608,0.9943313953488372,0.25807906643866674,0.9394097224705749,1.0,0.9,0.9
0.014256401075900338,0.9955620155778042,0.2564068527919719,0.937239583581686,1.0,0.9,0.9
0.014125295940699965,0.9962209302325581,0.23678010924292417,0.9417534723050065,1.0,0.8,0.8444444444444444
0.011857069841434443,0.9959302325581395,0.2670287145897924,0.9389756946927972,1.0,0.9,0.9
