Train Loss,Train Accuracy,Valid Loss,Valid Accuracy,Precision,Recall,F1 Score
0.9781875737877779,0.6355184110098107,0.4118080017053419,0.8544704860283269,0.75,0.7,0.6714285714285715
0.3373290910797064,0.8797189923219902,0.2377149259425803,0.9115885417494509,0.9,0.8,0.8444444444444444
0.1988289544532119,0.921715116362239,0.196616334362059,0.9222222223050065,0.9,0.8,0.8444444444444444
0.14483787813115606,0.9390067831028339,0.20670246407826198,0.9263888891372416,0.925,0.9,0.9015873015873016
0.11420667667245102,0.9507218992987344,0.17760941912355419,0.9350260417494509,0.9,0.8,0.8444444444444444
0.09435280876418273,0.9594379846439806,0.17858450124104921,0.9339409723050065,0.9,0.8,0.8444444444444444
0.08597144491721465,0.9626453488372093,0.18642249895856366,0.9361111111938953,0.8,0.8,0.8
0.07026919153475658,0.9690358527871066,0.19196913520055306,0.9378472223050065,0.8,0.8,0.8
0.06366041384144622,0.9725290697674419,0.21135750202059475,0.936762152860562,0.9,0.8,0.8444444444444444
0.05267344855129459,0.9784156976744186,0.2104677794377494,0.9376736113594638,1.0,0.9,0.9400000000000001
0.052334436820007775,0.9784883720930233,0.2327313819959171,0.935286458581686,1.0,0.9,0.9400000000000001
0.04442951596209368,0.9835029069767441,0.2512097686592622,0.936762152860562,0.9,0.8,0.8444444444444444
0.03701293207434288,0.985828488372093,0.23969690734161808,0.9424479169150194,0.925,0.9,0.9015873015873016
0.03523689787834883,0.9867732558139535,0.24464253479194062,0.9452690974705749,0.925,0.9,0.9015873015873016
0.027189629574625774,0.9899709302325581,0.28905696407021725,0.9391493056383398,0.8,0.8,0.8
0.027362843251077806,0.9899709302325581,0.27043591925186977,0.9428819446927972,0.9166666666666667,0.9,0.8945454545454545
0.024665384197629293,0.9917877906976744,0.25127914953840347,0.9441406250827842,0.8,0.8,0.8
0.024289441615313313,0.9914244186046511,0.265915079270346,0.9433159724705749,1.0,0.9,0.9400000000000001
0.02434550316646955,0.9912063953488373,0.2706190968816473,0.9387586808039082,0.9166666666666667,0.9,0.8945454545454545
0.018124974259719533,0.9940358527871065,0.2818105299027896,0.9437500002483526,1.0,0.9,0.9400000000000001
