Train Loss,Train Accuracy,Valid Loss,Valid Accuracy,Precision,Recall,F1 Score
0.8849912617788759,0.6706153101699297,0.277830366924819,0.9027777777777778,1.0,1.0,1.0
0.21992854898752168,0.9205523256645646,0.16775932654531467,0.9327256944444444,1.0,1.0,1.0
0.13565752843914683,0.944321705574213,0.14379259750583312,0.9377170138888888,1.0,1.0,1.0
0.10949652964292571,0.9515213179033856,0.14991492420085706,0.9392361111111112,1.0,1.0,1.0
0.08722229595512672,0.9615552325581396,0.1506856676359247,0.9409722222222222,1.0,1.0,1.0
0.07953470958461768,0.9633527133353921,0.1465731939501388,0.9409722222222222,1.0,1.0,1.0
0.06495181730038725,0.9714970931064251,0.1506870356954298,0.9396701388888888,1.0,1.0,1.0
0.05584308401963045,0.9758720930232558,0.16375861768998826,0.9420572916666666,1.0,1.0,1.0
0.048525259925897214,0.9801598837209302,0.15194647183428364,0.9431423611111112,1.0,1.0,1.0
0.04407073591570478,0.9824127906976744,0.1587499980386282,0.9476996527777778,1.0,1.0,1.0
0.03362488667074547,0.9873546511627908,0.19146852041174295,0.9448784722222222,1.0,1.0,1.0
0.03230521388942116,0.9880813953488372,0.17850909595937184,0.9429253472222222,1.0,1.0,1.0
0.025703370097623923,0.9909835272057111,0.18505455397017714,0.9437934027777778,1.0,1.0,1.0
0.02306934402995678,0.9915697674418604,0.19644337677932022,0.9463975694444444,1.0,1.0,1.0
0.024476114038356343,0.991637596973153,0.2023362963894518,0.9461805555555556,1.0,1.0,1.0
0.01874505826732317,0.9941133720930233,0.21639802601081706,0.9437934027777778,1.0,1.0,1.0
0.016195835500446603,0.9952761627906976,0.2050420352950621,0.9459635416666666,1.0,1.0,1.0
0.015389155433377858,0.9949127906976745,0.21263448426503195,0.9466145833333334,1.0,1.0,1.0
0.01595415393781285,0.9948401162790698,0.21140454870611494,0.9476996527777778,1.0,1.0,1.0
0.015215811929475992,0.9954166667405949,0.21209900778558222,0.9470486111111112,1.0,1.0,1.0
