Train Loss,Train Accuracy,Valid Loss,Valid Accuracy,Precision,Recall,F1 Score
1.3680482343037923,0.4528333333333333,0.5463448288440704,0.8185,0.8439867424242424,0.84375,0.8361105805958746
0.3657222500344117,0.8745,0.23539743265509605,0.91025,0.9142992424242424,0.90625,0.9017857142857142
0.19750641201933225,0.9241666666666667,0.18250252013653517,0.92425,0.943465909090909,0.9375,0.9324376281613123
0.15008517267058294,0.9349166666666666,0.16123349177651108,0.92775,0.943465909090909,0.9375,0.9324376281613123
0.11968988703439633,0.9461666666666667,0.14925038881972433,0.928,0.9403409090909091,0.875,0.8955357142857143
0.10921049259478847,0.9499166666666666,0.14240049861371518,0.9295,0.9403409090909091,0.90625,0.9159902597402597
0.10452855135500431,0.9514166666666667,0.15506779899820686,0.93325,0.943465909090909,0.9375,0.9324376281613123
0.09198372587561607,0.9565833333333333,0.16277392339333893,0.936,0.943465909090909,0.9375,0.9324376281613123
0.08295847634536524,0.9603333333333334,0.16452389673236759,0.92975,0.9479166666666667,0.9375,0.9342134581105169
0.07532084912247956,0.9641666666666666,0.14520093022845684,0.93375,0.9715909090909091,0.9375,0.9477415966386554
0.07197681365596752,0.967,0.18475509941671045,0.92375,0.943465909090909,0.9375,0.9324376281613123
0.0676971725433444,0.9700833333333333,0.1560841761957854,0.93525,0.9403409090909091,0.90625,0.9159902597402597
0.05933095225940148,0.9723333333333334,0.18054792723618449,0.93225,0.943465909090909,0.9375,0.9324376281613123
0.05955093922962745,0.9733333333333334,0.18353942308016122,0.92975,0.9715909090909091,0.9375,0.9477415966386554
0.05246478072119256,0.9751666666666666,0.2144002258493565,0.926,0.943465909090909,0.9375,0.9324376281613123
0.051105834513437004,0.9774166666666667,0.19878498620609752,0.92825,0.943465909090909,0.9375,0.9324376281613123
0.041895129286684096,0.9828333333333333,0.2065275595127605,0.92725,0.9403409090909091,0.875,0.8955357142857143
0.042289603014787035,0.9834166666666667,0.21757588579528966,0.928,0.9715909090909091,0.9375,0.9477415966386554
0.032618277445590746,0.9875833333333334,0.23581764690647833,0.92825,0.9403409090909091,0.875,0.8955357142857143
0.035308153542224316,0.9876666666666667,0.23097166964039206,0.93025,0.9403409090909091,0.90625,0.9159902597402597
