Train Loss,Train Accuracy,Valid Loss,Valid Accuracy,Precision,Recall,F1 Score
1.0109234193960825,0.6323333333333333,0.4842155473232269,0.828,0.8685897435897435,0.84375,0.8333333333333335
0.3796967075765133,0.8665833333333334,0.2539842617213726,0.90725,0.9192708333333334,0.90625,0.9067775974025973
0.22509171746174494,0.9155833333333333,0.2246835457533598,0.91075,0.8984375,0.875,0.8755275974025973
0.1602619608491659,0.9365,0.1922864611297846,0.92325,0.8984375,0.875,0.8755275974025973
0.1277143155510227,0.9461666666666667,0.19471421092003585,0.9255,0.9192708333333334,0.90625,0.9067775974025973
0.1117845203243196,0.9499166666666666,0.18625205873697998,0.933,0.9192708333333334,0.90625,0.9067775974025973
0.09965046212573846,0.9571666666666667,0.19324864949658513,0.92825,0.90625,0.90625,0.90625
0.08188279589017232,0.9636666666666667,0.1948957886248827,0.92975,0.9192708333333334,0.90625,0.9067775974025973
0.07716773174330592,0.9675,0.18026290730386973,0.933,0.90625,0.90625,0.90625
0.06126390446381023,0.97325,0.22096445989236235,0.926,0.8984375,0.875,0.8755275974025973
0.0645776359339555,0.97225,0.2183107434567064,0.932,0.9453125,0.9375,0.9389880952380951
0.05687623664457351,0.9748333333333333,0.21790750748850404,0.92925,0.9192708333333334,0.90625,0.9067775974025973
0.05190799358487129,0.9775833333333334,0.23994021004904062,0.93225,0.9453125,0.9375,0.9389880952380951
0.040368123256446176,0.98375,0.23209794387221336,0.933,0.9453125,0.9375,0.9389880952380951
0.03901652551116422,0.9856666666666667,0.2591989670265466,0.9235,0.9244791666666666,0.90625,0.9077380952380951
0.037732194068686414,0.9855,0.27285472223185936,0.927,0.8984375,0.875,0.8755275974025973
0.031099202156920608,0.9884166666666667,0.26357685164874417,0.93025,0.9244791666666666,0.90625,0.9077380952380951
0.026686407203009972,0.9915,0.2959563350486569,0.93125,0.9192708333333334,0.90625,0.9067775974025973
0.025889457521028815,0.9909166666666667,0.27528718157694676,0.9305,0.9453125,0.9375,0.9389880952380951
0.021584983414582287,0.9919166666666667,0.2756118199734483,0.92975,0.9192708333333334,0.90625,0.9067775974025973
